phone|website|industry|sector|longBusinessSummary|fullTimeEmployees|auditRisk|boardRisk|compensationRisk|shareHolderRightsRisk|overallRisk|governanceEpochDate|compensationAsOfEpochDate|priceHint|previousClose|open|dayLow|dayHigh|regularMarketPreviousClose|regularMarketOpen|regularMarketDayLow|regularMarketDayHigh|dividendRate|dividendYield|exDividendDate|payoutRatio|fiveYearAvgDividendYield|beta|trailingPE|forwardPE|volume|regularMarketVolume|averageVolume|averageVolume10days|averageDailyVolume10Day|bid|ask|bidSize|askSize|marketCap|fiftyTwoWeekLow|fiftyTwoWeekHigh|priceToSalesTrailing12Months|fiftyDayAverage|twoHundredDayAverage|trailingAnnualDividendRate|trailingAnnualDividendYield|currency|enterpriseValue|profitMargins|floatShares|sharesOutstanding|sharesShort|sharesShortPriorMonth|sharesShortPreviousMonthDate|dateShortInterest|sharesPercentSharesOut|heldPercentInsiders|heldPercentInstitutions|shortRatio|shortPercentOfFloat|impliedSharesOutstanding|bookValue|priceToBook|lastFiscalYearEnd|nextFiscalYearEnd|mostRecentQuarter|earningsQuarterlyGrowth|netIncomeToCommon|trailingEps|forwardEps|enterpriseToRevenue|enterpriseToEbitda|52WeekChange|SandP52WeekChange|lastDividendValue|lastDividendDate|exchange|quoteType|symbol|shortName|firstTradeDateEpochUtc|timeZoneFullName|timeZoneShortName|uuid|messageBoardId|gmtOffSetMilliseconds|currentPrice|targetHighPrice|targetLowPrice|targetMeanPrice|targetMedianPrice|recommendationMean|recommendationKey|numberOfAnalystOpinions|totalCash|totalCashPerShare|ebitda|totalDebt|quickRatio|currentRatio|totalRevenue|debtToEquity|revenuePerShare|returnOnAssets|returnOnEquity|grossProfits|freeCashflow|operatingCashflow|earningsGrowth|revenueGrowth|grossMargins|ebitdaMargins|operatingMargins|financialCurrency|trailingPegRatio|address|irWebsite|lastSplitFactor|lastSplitDate|address2|fax|industrySymbol
513 983 1100|https://www.pginvestor.com|Household & Personal Products|Consumer Defensive|The Procter & Gamble Company engages in the provision of branded consumer packaged goods worldwide. The company operates through five segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers conditioners, shampoos, styling aids, and treatments under the Head & Shoulders, Herbal Essences, Pantene, and Rejoice brands; and antiperspirants and deodorants, personal cleansing, and skin care products under the Olay, Old Spice, Safeguard, Secret, SK-II, and Native brands. The Grooming segment provides blades and razors, shave products, appliances, and other grooming products under the Braun, Gillette, and Venus brand names. The Health Care segment offers toothbrushes, toothpastes, and other oral care products under the Crest and Oral-B brand names; and gastrointestinal, pain relief, rapid diagnostics, respiratory, vitamins/minerals/supplements, and other personal health care products under Metamucil, Neurobion, Pepto-Bismol, and Vicks brands. The Fabric & Home Care segment provides fabric enhancers, laundry additives, and laundry detergents under the Ariel, Downy, Gain, and Tide brands; and air care, dish care, P&G professional, and surface care products under the Cascade, Dawn, Fairy, Febreze, Mr. Clean, and Swiffer brands. The Baby, Feminine & Family Care segment offers baby wipes, and taped diapers and pants under the Luvs and Pampers brands; adult incontinence and feminine care products under the Always, Always Discreet, and Tampax brands; and paper towels, tissues, and toilet papers under the Bounty, Charmin, and Puffs brands. It sells its products primarily through mass merchandisers, e-commerce, grocery stores, membership club stores, drug stores, department stores, distributors, wholesalers, specialty beauty stores, high-frequency stores, pharmacies, electronics stores, and professional channels, as well as directly to consumers. The company was founded in 1837 and is headquartered in Cincinnati, Ohio.|108000.0|7.0|4.0|1.0|5.0|2.0|1735689600.0|1735603200.0|2|160.5|159.74|159.61|161.745|160.5|159.74|159.61|161.745|4.03|0.025|1737676800.0|0.6714|2.41|0.414|27.781034|21.851515|4947164|4947164|6731039|6971840|6971840|161.14|162.62|900.0|900.0|379467595776|146.28|180.43|4.522586|168.765|167.58334|3.894|0.024261683|USD|404555857920.0|0.17063|2351532717|2355040000|17261205|20615176|1732838400|1735603200|0.0073|0.00052|0.69163|2.71|0.0073|2355040000|21.676|7.433567|1719705600|1751241600|1727654400|-0.124|14030999552|5.8|7.42|4.822|16.828|0.08974707|0.23631513|1.007|1729209600.0|NYQ|EQUITY|PG|Procter & Gamble Company (The)|-252322200|America/New_York|EST|49f38fe0-3598-34d6-bf4a-0a8791c9c8b9|finmb_33328|-18000000|161.13|209.0|143.0|179.6123|181.5|1.96429|buy|26.0|12156000256.0|5.162|24039999488.0|36152999936.0|0.507|0.754|83905003520|69.338|35.566|0.10601|0.28766|43426000896|13264499712.0|19243999232.0|-0.121|-0.006|0.51756|0.28651|0.27763999|USD|3.4094|One Procter & Gamble Plaza Cincinnati OH United States-45202|http://www.pg.com/en_US/investors/index.shtml|2:1|1087776000.0|||
515 247 5111|https://www.principal.com|Asset Management|Financial Services|Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates through Retirement and Income Solutions, Principal Asset Management, and Benefits and Protection segments. The Retirement and Income Solutions segment provides retirement, and related financial products and services. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit plans, nonqualified executive benefit plans, employee stock ownership plans, equity compensation, and pension risk transfer services; individual retirement accounts; investment only products; and mutual funds, individual variable annuities, registered index-linked annuities, and bank products, as well as trust and custody services. The Principal Asset Management segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. It also offers pension accumulation products and services, mutual funds, asset management, income annuities, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, Asia, China, Hong Kong Special Administrative Region, and Southeast Asia. The Benefits and Protection segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as employees. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.|19800.0|8.0|4.0|1.0|9.0|7.0|1735689600.0|1703980800.0|2|81.14|81.67|81.19|81.99|81.14|81.67|81.19|81.99|2.92|0.0358|1733097600.0|0.5171|3.82|1.203||9.764427|1219442|1219442|1205526|1025050|1025050|||||18677766144|72.21|91.98|1.3278191|81.7334|81.86085|2.79|0.034385014|USD|16148054016.0|-0.01465|227415264|228726000|2724196|3344747|1732838400|1735603200|0.0119|0.01012|0.72963|2.2|0.0137|228726000|49.009|1.6662247|1703980800|1735603200|1727654400||-206100000|-0.74|8.44|1.148|-1069.408|0.030280113|0.23631513|0.73|1733097600.0|NMS|EQUITY|PFG|Principal Financial Group Inc|1003843800|America/New_York|EST|070c5788-dc34-3cbc-b653-cb6187401064|finmb_201105|-18000000|81.66|99.0|69.0|87.33333|90.0|3.08333|hold|12.0|7088999936.0|30.993|-15100000.0|4203500032.0|0.549|1.573|14066499584|36.258|59.953|-0.00055|-0.01274|5020000256|1036400000.0|4087899904.0||-0.345|0.35688|-0.00107|-0.079629995|USD||711 High Street Des Moines IA United States-50392|http://phx.corporate-ir.net/phoenix.zhtml?c=125598&p=irol-irhome2|||||
610 774 5151|https://www.pplweb.com|Utilities - Regulated Electric|Utilities|PPL Corporation, an energy company, focuses on providing electricity and natural gas to approximately 3.6 million customers in the United States. It operates through three segments: Kentucky Regulated, Pennsylvania Regulated, and Rhode Island Regulated. The company delivers electricity to customers in Pennsylvania, Kentucky, Virginia, and Rhode Island; delivers natural gas to customers in Kentucky and Rhode Island; and generates electricity from power plants in Kentucky. PPL Corporation was founded in 1920 and is headquartered in Allentown, Pennsylvania.|6629.0|6.0|1.0|1.0|6.0|1.0|1735689600.0|1703980800.0|2|33.17|33.14|33.03|33.365|33.17|33.14|33.03|33.365|1.03|0.031|1733788800.0|0.91220003|4.64|0.834|29.954954|18.214188|4762083|4762083|4494888|4278500|4278500|32.85|33.41|1000.0|1200.0|24537501696|25.35|35.15|2.962751|33.0438|30.664|1.013|0.030539647|USD|40557502464.0|0.09949|736486685|737969984|16044619|16879234|1732838400|1735603200|0.0217|0.00072999997|0.78350997|4.27|0.0249|737969984|19.101|1.7407466|1703980800|1735603200|1727654400|-0.07|822000000|1.11|1.83|4.897|12.38|0.28826034|0.23631513|0.258|1733788800.0|NYQ|EQUITY|PPL|PPL Corporation|322151400|America/New_York|EST|050761d8-d320-3128-b499-0287d187f09a|finmb_185508|-18000000|33.25|38.0|31.0|35.13118|35.0|1.83333|buy|17.0|542000000.0|0.734|3276000000.0|16561999872.0|0.807|1.29|8281999872|117.528|11.229|0.0304|0.05864|3516999936|-685124992.0|1939000064.0|-0.069|0.011|0.42466|0.39556|0.22167999|USD|1.094|Two North Ninth Street Allentown PA United States-18101-1179|http://www.pplweb.com/investors.aspx|10000:9314|1433203200.0|||
412 434 3131|https://www.ppg.com|Specialty Chemicals|Basic Materials|PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa. It operates through two segments, Performance Coatings and Industrial Coatings. The Performance Coatings segment offers coatings, solvents, adhesives, sealants, sundries, and software for automotive and commercial transport/fleet repair and refurbishing, light industrial coatings, and specialty coatings for signs; wood stains; paints, thermoplastics, pavement marking products, and other advanced technologies for pavement marking for government, commercial infrastructure, painting, and maintenance contractors; and coatings, sealants, transparencies, transparent armor, adhesives, engineered materials, and packaging and chemical management services for commercial, military, regional jet, and general aviation aircraft. The Industrial Coatings segment offers coatings, adhesives and sealants, and metal pretreatments, as well as services and coatings applications for appliances, agricultural and construction equipment, consumer electronics, automotive parts and accessories, building products, kitchenware, and transportation vehicles and other finished products; and on-site coatings services. It also provides coatings for metal cans, closures, plastic and aluminum tubes for food, beverage and personal care, promotional, and specialty packaging; amorphous precipitated silica for tire, battery separator, and other end-uses; TESLIN substrates for labels, e-passports, drivers' licenses, breathable membranes, and loyalty and identification cards; and organic light emitting diode materials, displays and lighting lens materials, optical lenses, color-change products, and photochromic dyes. PPG Industries, Inc. was incorporated in 1883 and is headquartered in Pittsburgh, Pennsylvania.|53000.0|4.0|5.0|5.0|6.0|5.0|1735689600.0|1703980800.0|2|119.6|120.09|119.76|121.16|119.6|120.09|119.76|121.16|2.72|0.0226|1740096000.0|0.4168|1.78|1.254|19.055468|13.837549|2686240|2686240|1795206|2004440|2004440|119.6|120.87|1300.0|800.0|27895678976|113.0|145.6|1.5471812|121.7094|127.1084|2.63|0.021989968|USD|34025680896.0|0.08242|231218160|232000000|5413002|3114384|1732838400|1735603200|0.0233|0.0020299999|0.85142|2.43|0.026099999|237144992|33.569|3.581876|1703980800|1735603200|1727654400|0.099|1486000000|6.31|8.85|1.887|11.856|-0.15407348|0.23631513|0.68|1731369600.0|NYQ|EQUITY|PPG|PPG Industries, Inc.|322151400|America/New_York|EST|f8b414d7-958e-34ec-b7db-674d40192c8a|finmb_294639|-18000000|120.24|166.0|120.0|144.22261|145.0|2.14815|buy|23.0|1331000064.0|5.737|2870000128.0|7277000192.0|0.998|1.584|18030000128|91.282|76.764|0.06677|0.19149|7703000064|1043875008.0|1972000000.0|0.117|-0.015|0.42723|0.15918|0.13311|USD|1.0418|One PPG Place Pittsburgh PA United States-15272|http://www.ppg.com/corporate/investorcenter/Pages/new.aspx|2:1|1434326400.0|||
985 892 5521|https://www.poolcorp.com|Industrial Distribution|Industrials|Pool Corporation distributes swimming pool supplies, equipment, and related leisure products in the United States and internationally. The company offers maintenance products, including chemicals, supplies, and pool accessories; repair and replacement parts for pool equipment, such as cleaners, filters, heaters, pumps, and lights; and building materials, such as concrete, plumbing and electrical components, functional and decorative pool surfaces, decking materials, tiles, hardscapes, and natural stones for pool installations and remodeling. It also provides pool equipment and components for new pool construction and the remodeling of existing pools; irrigation and related products, such as irrigation system components, and professional turf care equipment and supplies; commercial products, including heaters, safety equipment, commercial decking equipment, and commercial pumps and filters. In addition, the company offers fiberglass pools, and hot tubs and packaged pool kits comprising walls, liners, braces, and coping for in-ground and above-ground pools; and other pool construction and recreational products comprising discretionary recreational and related outdoor living products, such as grills and components for outdoor kitchens. It serves swimming pool remodelers and builders; specialty retailers that sell swimming pool supplies; swimming pool repair and service businesses; irrigation construction and landscape maintenance contractors; and commercial pool operators and pool contractors. Pool Corporation was incorporated in 1993 and is headquartered in Covington, Louisiana.|6000.0|7.0|3.0|6.0|2.0|2.0|1735689600.0|1703980800.0|2|349.54|353.29|350.12|355.48|349.54|353.29|350.12|355.48|4.8|0.0137|1731456000.0|0.3948|0.95|1.008|30.039452|29.11252|329858|329858|354152|395510|395510|||||13329319936|293.51|422.73|2.5024426|357.7594|355.92654|4.6|0.013160152|USD|14475418624.0|0.084189996|36851831|38055500|2885849|3229102|1732838400|1735603200|0.0758|0.04053|1.0250801|8.47|0.0888|38055500|37.615|9.31171|1703980800|1735603200|1727654400|-0.088|446124000|11.66|12.03|2.718|21.306|-0.12389004|0.23631513|1.2|1731456000.0|NMS|EQUITY|POOL|Pool Corporation|813591000|America/New_York|EST|3225d082-71bd-3b75-add4-8b2a836c8998|finmb_34117|-18000000|350.26|415.0|335.0|378.4|380.5|2.27273|buy|10.0|93252000.0|2.45|679414976.0|1239341952.0|0.714|2.395|5326523904|86.515|139.547|0.11703|0.31463|1578878976|464911744.0|626830016.0|-0.068|-0.028|0.29642|0.12755|0.12307999|USD||109 Northpark Boulevard Covington LA United States-70433-5001|http://ir.poolcorp.com/|3:2|1095033600.0|||
888 762 2265|https://www.pnc.com|Banks - Regional|Financial Services|The PNC Financial Services Group, Inc. operates as a diversified financial services company in the United States. It operates through three segments: Retail Banking, Corporate & Institutional Banking, and Asset Management Group segments. The company's Retail Banking segment offers checking, savings, and money market accounts, as well as time deposit; residential mortgages, home equity loans and lines of credit, auto loans, credit cards, education loans, and personal and small business loans and lines of credit; and brokerage, insurance, and investment and cash management services. This segment serves consumer and small business customers through a network of branches, digital channels, ATMs, and through phone-based customer contact centers. Its Corporate & Institutional Banking segment provides secured and unsecured loans, letters of credit, and equipment leases; cash and investment management services, receivables and disbursement management services, funds transfer services, international payment services, and access to online/mobile information management and reporting; securities underwriting, loan syndications, customer-related trading, and mergers and acquisitions and equity capital markets advisory related services; and commercial loan servicing and technology solutions. It serves mid-sized and large corporations, and government and not-for-profit entities. The company's Asset Management Group segment offers investment and retirement planning, customized investment management, credit and cash management solutions, and trust management and administration services for high net worth and ultra high net worth individuals, and their families; and multi-generational family planning services for ultra high net worth individuals and their families. It also provides outsourced chief investment officer, custody, private real estate, cash and fixed income client solutions, and retirement plan fiduciary investment services for institutional clients. The company was founded in 1852 and is headquartered in Pittsburgh, Pennsylvania.|53749.0|2.0|6.0|1.0|5.0|2.0|1735689600.0|1703980800.0|2|196.54|198.0|196.9529|202.2|196.54|198.0|196.9529|202.2|6.4|0.0319|1736899200.0|0.52830005|3.57|1.121|14.449781|11.493307|4177032|4177032|1984398|2718390|2718390|198.54|204.57|800.0|900.0|78609326080|139.69|216.26|3.8375964|201.5064|176.98305|||USD|146462277632.0|0.25107|393696453|395936992|4600545|5153816|1732838400|1735603200|0.0116|0.0036300002|0.86554|2.63|0.0116|396783008|124.564|1.5938793|1703980800|1735603200|1727654400|-0.041|4730999808|13.74|15.01|7.15||0.32864892|0.23631513|1.6|1736899200.0|NYQ|EQUITY|PNC|PNC Financial Services Group, I|185466600|America/New_York|EST|75d3d3f2-357a-3484-9613-24827c7dcdde|finmb_294585|-18000000|198.54|257.0|181.0|217.956|215.56|2.13636|buy|20.0|9784999936.0|24.661||70428999680.0|||20483999744||51.178|0.00928|0.099020004|20483999744||10944000000.0|-0.031|0.017|||0.35884|USD|1.9589|The Tower at PNC Plaza Pittsburgh PA United States-15222-2401|http://phx.corporate-ir.net/phoenix.zhtml?c=107246&p=irol-irhome|2:1|721872000.0|300 Fifth Avenue||
602 250 1000|https://www.pinnaclewest.com|Utilities - Regulated Electric|Utilities|Pinnacle West Capital Corporation, through its subsidiary, provides retail and wholesale electric services primarily in the state of Arizona. The company engages in the generation, transmission, and distribution of electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities include overhead lines and underground lines; and distribution facilities consist of overhead lines and underground primary cables. The company also owns and maintains transmission and distribution substations; and owns energy storage facilities. Pinnacle West Capital Corporation was incorporated in 1985 and is headquartered in Phoenix, Arizona.|6133.0|4.0|7.0|6.0|6.0|6.0|1735689600.0|1703980800.0|2|86.44|86.15|86.15|87.055|86.44|86.15|86.15|87.055|3.58|0.041300002|1738540800.0|0.6617|4.37|0.518|16.285713|18.950958|751159|751159|1226996|1081130|1081130|85.24|88.11|800.0|1100.0|9850968064|65.2|95.42|1.9619217|88.3168|83.3899|3.52|0.040721886|USD|21227227136.0|0.122609995|113326885|113700000|3495126|4082061|1732838400|1735603200|0.0307|0.00161|1.02496|3.45|0.0352|113700000|58.227|1.4879694|1703980800|1735603200|1727654400|-0.008|615609984|5.32|4.68|4.228|10.731|0.248415|0.23631513|0.895|1730678400.0|NYQ|EQUITY|PNW|Pinnacle West Capital Corporati|99153000|America/New_York|EST|5577a000-de80-3cab-9a4a-c5471734a065|finmb_296957|-18000000|86.64|106.0|80.0|92.08312|92.5|2.16667|buy|16.0|49171000.0|0.432|1978172032.0|11315955712.0|0.354|0.708|5021081088|168.24|44.182|0.025829999|0.09578|2099490944|-297728992.0|1544129024.0|-0.037|0.08|0.41814|0.39396998|0.31613|USD|3.0846|400 North Fifth Street Phoenix AZ United States-85072-3999|http://www.pinnaclewest.com/main/pnw/investors/default.html|||PO Box 53999||
832 765 3010|https://www.phillips66.com|Oil & Gas Refining & Marketing|Energy|Phillips 66 operates as an energy manufacturing and logistics company in the United States, the United Kingdom, Germany, and internationally. It operates through four segments: Midstream, Chemicals, Refining, and Marketing and Specialties (M&S). The Midstream segment transports crude oil and other feedstocks; delivers refined petroleum products to market; provides terminaling and storage services for crude oil and refined petroleum products; transports, stores, fractionates, exports, and markets natural gas liquids; provides other fee-based processing services; and gathers, processes, transports, and markets natural gas. The Chemicals segment produces and markets ethylene and other olefin products; aromatics and styrenics products, such as benzene, cyclohexane, styrene, and polystyrene; and various specialty chemical products, including organosulfur chemicals, solvents, catalysts, and chemicals used in drilling and mining. The Refining segment refines crude oil and other feedstocks into petroleum products, such as gasolines, distillates, aviation, and renewable. The M&S segment purchases for resale and markets refined petroleum products, including gasolines, distillates, and aviation fuels. This segment also manufactures and markets specialty products, such as base oils and lubricants. Phillips 66 was founded in 1875 and is headquartered in Houston, Texas.|14000.0|7.0|7.0|4.0|9.0|8.0|1735689600.0|1703980800.0|2|119.63|119.72|118.7355|120.98|119.63|119.72|118.7355|120.98|4.6|0.0382|1731888000.0|0.56189996|4.28|1.319|15.393359|14.919055|2722184|2722184|2761114|2924880|2924880|118.33|121.54|800.0|800.0|49777561600|108.91|174.08|0.33693132|123.0204|135.29436|4.4|0.036780074|USD|69200592896.0|0.0228|411428128|412988992|6369636|7185654|1732838400|1735603200|0.0154|0.00399|0.74983|2.04|0.0155|421399008|69.547|1.7330726|1703980800|1735603200|1727654400|-0.835|3358000128|7.83|9.49|0.468|12.419|-0.07041496|0.23631513|1.15|1731888000.0|NYQ|EQUITY|PSX|Phillips 66|1334237400|America/New_York|EST|6fbece3e-56c2-320b-b268-a2144205769e|finmb_27306532|-18000000|120.53|161.0|115.0|137.29|140.0|1.95|buy|19.0|1636999936.0|3.964|5571999744.0|19997999104.0|0.759|1.213|147738001408|67.143|346.336|0.0287|0.11121|14686000128|921124992.0|5183000064.0|-0.825|-0.104|0.09941|0.037720002|0.00183|USD||2331 CityWest Boulevard Houston TX United States-77042||||||
203 905 2410|https://www.pmi.com|Tobacco|Consumer Defensive|Philip Morris International Inc. operates as a tobacco company working to delivers a smoke-free future and evolving portfolio for the long-term to include products outside of the tobacco and nicotine sector. The company's product portfolio primarily consists of cigarettes and smoke-free products, including heat-not-burn, vapor, and oral nicotine products primarily under the IQOS and ZYN brands; and consumer accessories, such as lighters and matches. It also offers wellness and healthcare products. Philip Morris International Inc. was incorporated in 1987 and is headquartered in Stamford, Connecticut.|82700.0|10.0|4.0|1.0|5.0|5.0|1735689600.0|1703980800.0|2|119.8|119.85|119.32|122.19|119.8|119.85|119.32|122.19|5.4|0.0444|1735171200.0|0.8333|5.32|0.56|19.3|17.264194|5165786|5165786|5256767|5022710|5022710|118.95|121.63|900.0|800.0|189051764736|87.82|134.15|5.0794425|125.7078|114.03475|5.25|0.043823037|USD|236046188544.0|0.26417|1551008520|1554829952|9208976|9153539|1732838400|1735603200|0.0058999998|0.00118|0.80484|1.89|0.0058999998|1554829952|-6.235||1703980800|1735603200|1727654400|0.5|9804999680|6.3|7.2|6.342|15.427|0.31548202|0.23631513|1.35|1735171200.0|NYQ|EQUITY|PM|Philip Morris International Inc|1205760600|America/New_York|EST|21b7eb30-013b-3477-af5b-06bc59209391|finmb_6569181|-18000000|121.59|150.0|102.0|135.85928|142.5|2.0|buy|14.0|4257999872.0|2.739|15301000192.0|49271001088.0|0.404|0.89|37219000320||23.958|0.13116||23847999488|9205749760.0|11516999680.0|0.493|0.084|0.64075|0.41111|0.43425998|USD|1.5086|677 Washington Boulevard Stamford CT United States-06901||||Suite 1100||
415 973 1000|https://www.pgecorp.com|Utilities - Regulated Electric|Utilities|PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cell, and photovoltaic sources. The company owns and operates interconnected transmission lines; electric transmission substations, distribution lines, transmission switching substations, and distribution substations; and natural gas transmission, storage, and distribution system consisting of distribution pipelines, backbone and local transmission pipelines, and various storage facilities. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. PG&E Corporation was incorporated in 1905 and is based in Oakland, California.|28010.0|5.0|1.0|2.0|1.0|1.0|1735689600.0|1703980800.0|2|16.95|16.99|16.88|17.265|16.95|16.99|16.88|17.265|0.1|0.0058999998|1735603200.0|0.0313|3.32|1.035|13.2890625|11.418866|21771008|21771008|18600754|37341280|37341280|16.88|17.08|4000.0|1300.0|37311602688|15.94|21.72|1.5027429|19.9902|18.87545|0.04|0.0023598818|USD|95747637248.0|0.110640004|2132500248|2193509888|38015307|32030064|1732838400|1735603200|0.0173|0.026719999|0.76486|1.92|0.0198|2193509888|12.554|1.3549466|1703980800|1735603200|1727654400|0.655|2747000064|1.28|1.48|3.856|10.276|0.021008372|0.23631513|0.025|1735603200.0|NYQ|EQUITY|PCG|Pacific Gas & Electric Co.|76253400|America/New_York|EST|3c4fa439-3bee-34ea-bfbc-83268824b3ed|finmb_139813|-18000000|17.01|26.0|18.0|23.07222|24.0|1.85|buy|18.0|895000000.0|0.419|9317999616.0|60031000576.0|0.804|1.039|24828999680|221.631|11.628|0.026099999|0.10674|9530999808|-7392875008.0|6579999744.0|0.685|0.009|0.38387|0.37529|0.21714|USD|1.0399|300 Lakeside Drive Oakland CA United States-94612|http://www.pgecorp.com/investors/|2:1|427334400.0|||
212 733 2323|https://www.pfizer.com|Drug Manufacturers - General|Healthcare|Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products in the United States, Europe, and internationally. The company offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic, migraine, and women's health under the Eliquis, Nurtec ODT/Vydura, Zavzpret, and the Premarin family brands; infectious diseases with unmet medical needs under the Prevnar family, Abrysvo, Nimenrix, FSME/IMMUN-TicoVac, and Trumenba brands; and COVID-19 prevention and treatment, and potential future mRNA and antiviral products under the Comirnaty and Paxlovid brands. It also provides medicines and vaccines in various therapeutic areas, such as biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, Litfulo, Velsipity, and Cibinqo brands; amyloidosis, hemophilia, endocrine diseases, and sickle cell disease under the Vyndaqel family, Oxbryta, BeneFIX, Somavert, Ngenla, and Genotropin brands; sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Zavicefta, Zithromax, and Panzyga brands; and biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Inlyta, Bosulif, Mektovi, Padcev, Adcetris, Talzenna, Tukysa, Elrexfio, Tivdak, Lorbrena, and Braftovi brands. In addition, the company involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, individual provider offices, retail pharmacies, and integrated delivery systems. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Merck KGaA; and BioNTech SE, as well as has strategic clinical collaboration with Acepodia Inc. for the development of antibody-cell conjugation-based cell therapies in autoimmune diseases. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York.|88000.0|10.0|5.0|7.0|1.0|5.0|1735689600.0|1703980800.0|2|26.49|26.395|26.22|26.56|26.49|26.395|26.22|26.56|1.72|0.0654|1737676800.0|2.2267|4.32|0.615|35.066666|8.989609|35122322|35122322|43570878|33596240|33596240|26.34|26.37|1300.0|3100.0|149041840128|24.48|31.54|2.5101783|26.147|27.87585|1.67|0.063042656|USD|207305834496.0|0.071609996|5659396268|5666990080|75709116|90384090|1732838400|1735603200|0.0134000005|0.00046|0.67767996|1.75|0.0134000005|5666990080|16.288|1.6146857|1703980800|1735603200|1727568000||4273999872|0.75|2.93|3.491|11.287|-0.07099962|0.23631513|0.42|1731024000.0|NYQ|EQUITY|PFE|Pfizer, Inc.|76253400|America/New_York|EST|72e0dcbd-2b61-3bbf-a98a-8b2df7c4850c|finmb_162270|-18000000|26.3|42.0|25.0|31.175|30.5|2.375|buy|22.0|9953000448.0|1.756|18365999104.0|67945000960.0|0.64|1.0|59375001600|73.408|10.493|0.033069998|0.04538|41430999040|11420749824.0|11262999552.0||0.312|0.69778997|0.30932|0.32987|USD|0.197|66 Hudson Boulevard East New York NY United States-10001-2192|http://www.pfizer.com/investors/|1054:1000|1605571200.0|||
