news_title,weblink,source,date,symbol,original_link,sentiment_score,sentiment
Where are the Opportunities in (AAPL) - Stock Traders Daily,https://news.google.com/rss/articles/CBMirwFBVV95cUxPZlNINy1ERGp2aTJJM1V6NDJGczBKNEQwbENSOTluRXBXaG9NdURTY3VJVTZNZFVISkZtVTZwUkV0UERLSEhrQ00tcXN3SWdMXzlRT25hNzBxQmpoVXpwZkdsQWV5NUdiU3BobVpZVHFidDg3aEhGZXB6dXpsM2J4SU5peUJzOUZHS3piVG54R1VJMmFTeXp3V2dXQ0p3OTN1bUtBbkFDMzQ1MGZHejFN?oc=5,Stock Traders Daily,2025-03-04 10:14:00,AAPL,https://news.stocktradersdaily.com/news_release/12/Where+are+the+Opportunities+in+%28AAPL%29_030425051402.html,0.06447368421052634,Positive
Apple (AAPL): Why These Two Stocks Could Surpass It By 2030 - Watcher Guru,https://news.google.com/rss/articles/CBMiigFBVV95cUxNeWZMVnoxbnZLOUhJanVzRE44T2QxTGlrRlhfME9PdHFGZXgwWXJUa01Xci1wLUprZjdjSWpkQUw2d0Q3VlBiV3JIR0ExdC1fYjd3dnZZVjlVN2VpR1Jhb3AzU1BwRVlJNWJjNjVNNVo2VWRfbUczU2RfWThHd0QxYVQ1NDl3alk4TFE?oc=5,Watcher Guru,2025-03-03 18:32:18,AAPL,https://watcher.guru/news/apple-aapl-why-these-two-stocks-could-surpass-it-by-2030,0.09700854700854701,Positive
Apple's China strategy applauded by leading research house - Proactive Investors USA,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOYXNtQ25QczRHSVY0aFM1bHEyZnZWRTdLYTFTdHZ6X1M3U08tei1PX1VlTS1fVXkySjdEOV93M1lDYmFwZVQ1YTNBbDJmZWg3VVZkeFYxOW1RTm9LWFhWandsOTdwZ2JQd2xNYVNOU3NGZ1RFbFR5YTljdWR5TU5aTUJNSVlXeXZPTFl0RnFZcWIxVkZxT1hxbm5XUXFvdnViM2paWmFPaGFQbk53YTJRWWhfOThUTk5taXdvLXAtUnp2elZUZGJaVg?oc=5,Proactive Investors USA,2025-03-03 15:35:00,AAPL,https://www.proactiveinvestors.com/companies/news/1067253/apple-s-china-strategy-applauded-by-leading-research-house-1067253.html,0.07233682983682982,Positive
Apple Stock: $500 Billion Problem (NASDAQ:AAPL) - Seeking Alpha,https://news.google.com/rss/articles/CBMidEFVX3lxTFBrOWNYSXBudThWY0tkNTZ0UTNTVFlTcjllMkl0OWpCTGRlaXY0TVNaNzVuQVZQWWwxeHVUdTVLU0w4Y29xTjBHcmlyLU52R0dOQkg5QnVHakM3cjdXbDRvSEp0czBaVjJRcGo4UmhvRGRoM3BL?oc=5,Seeking Alpha,2025-03-04 01:00:00,AAPL,https://seekingalpha.com/article/4764087-apple-500-billion-problem,0.15010416666666665,Positive
"UBS on Apple (AAPL): 'iPhone sell-through lags the market as demand remains muted in the US, China, and Europe' - StreetInsider.com",https://news.google.com/rss/articles/CBMijAJBVV95cUxNczA5bEZfa29KLUNvWGVhaEZKeE1xOFZvMmpVek15VHhBREVnMjZlXy1uRkNqTG5LMGg0djNZRFFENEd0QS1ONDhibEFWX3lkcmNfX2tkMW1EZnVzbEtBNkNuejkwRUROTlFvTG5oVUsyYnE4UzNvVWhnSWFPc29zLU10ZlpMenhCd3ZNMTZmOEs0YVdQeWJPYllKZVZqbG1PLUJ4aFhnUXlMMUdXc25pb1ViRlFTbGNOM2dQOUtLb21mMXR1VFY3bVZNMG1FdTZ5Wmh1SHNmTmw4OHVRSTkxM21BdFZoMzFlNkowT0lWTFV6MVE2NjBCdHRVYXI4YWhYNWNRY2NicWpwYS15?oc=5,StreetInsider.com,2025-03-03 12:53:34,AAPL,https://www.streetinsider.com/Analyst+Comments/UBS+on+Apple+%28AAPL%29%3A+iPhone+sell-through+lags+the+market+as+demand+remains+muted+in+the+US%2C+China%2C+and+Europe/24435539.html,N/A,Unknown
Which Will Win the Race to $5 Trillion: Apple or Nvidia Stock? - Yahoo Finance,https://news.google.com/rss/articles/CBMie0FVX3lxTE9FdDJrYlRwVGdNX280NGZzalNmMTVmN3BSWGJpNk9wTGxIbi1EYzFvdUY2aXRiamkxa0VQak1Oa1hjdVUxNGV1TGlVbHFEN2VCWlpUQzhoNjZNb1BFd3BVN0xxeFpwWlN0TVZxWVkxS2x0ZzhVb1JiT3BGSQ?oc=5,Yahoo Finance,2025-03-04 12:30:00,AAPL,https://finance.yahoo.com/news/win-race-5-trillion-apple-123000833.html,0.11308266264252176,Positive
Behind the Scenes of Apple's Latest Options Trends - Benzinga,https://news.google.com/rss/articles/CBMiqgFBVV95cUxORWdrZHRrNkZManp5bDdhbkQ1eTBxSVZ3ai1mYUVocDVQbURvUTlQZ2VaUUhOaVRZQXhnUHEzWUNfTUEyczJoQzhnWjBSWlJuNDFnY0V1WkZzU1hnOUpFOHFybWFWVVhYT1pCWjZ3TGhtNWhvRUM4Zl83LTFCUTZVVDNJejhaVjN5Sy1ha1ZtcXJ2QnUwQmJobFUzZzJZMkhVN2ExR0k0cUxDQQ?oc=5,Benzinga,2025-03-03 14:46:03,AAPL,https://www.benzinga.com/insights/options/25/03/44078535/behind-the-scenes-of-apples-latest-options-trends,0.09071699134199135,Positive
Goldman Sachs Reiterates Buy Rating on Apple (AAPL) - StreetInsider.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxPSkJyRFZrcHpQR2QzYTJwVUFNX2RwZlRZUGdUYllxX09haVdFcGFTVkJWVW1KNWEyeXpaUUk2YmI5M2t1STNheDFPLUllWWJmS2s4UGtPYmphWC12bXRuZ0tkbzBLNEVGemVjZjh6ZGhfdTJHQ3RreUlWRy03WHpjZUFSaDhTTUtPM1A4dy1aNWpWSGRzOWw2WDRHX2hUT1Y1NDRzb00tMi02c01MMEdFMW1VRnVFMlU?oc=5,StreetInsider.com,2025-03-03 16:47:39,AAPL,https://www.streetinsider.com/Analyst+Comments/Goldman+Sachs+Reiterates+Buy+Rating+on+Apple+%28AAPL%29/24437712.html,N/A,Unknown
Jim Cramer: One Thing is Holding Apple Stock (AAPL) Back - Watcher Guru,https://news.google.com/rss/articles/CBMihgFBVV95cUxPN3JURlNtVWI5Umo3OUtwazdTYUhVQVI5MnUzZzktQ1N1eTNjYWRRQl9qWDNEMkV0TzkxY0NKbzRRTnd2S3lSWmdLampVdFFzSnVNYmpLS3hMS2Z0UWlZTkVZdU5lYXA4Z29WNFFBZmoyRVhub01sQ3NSTHpLZ2c0S2NoZWNHQQ?oc=5,Watcher Guru,2025-03-02 13:01:45,AAPL,https://watcher.guru/news/jim-cramer-one-thing-is-holding-apple-stock-aapl-back,0.013665793271056432,Positive
Apple: What The iPhone 16e Spells For The Stock (NASDAQ:AAPL) - Seeking Alpha,https://news.google.com/rss/articles/CBMingFBVV95cUxPT0JGel9WMFFvejc4X0xaaVNwa01ORzNFLUFkQWNOVUJWTEMtb01TeFM2clpVbkNSbm9sT01IT1dEcU1WOG5JcjJ3a1RyRHg2U2xqcXRQb0dlWGVQYkxsaUN3RXJMZ1FFTXVmZ01oX0pqU045T05VQjRoMTJXLXhRMkpLZHZ2UDVNejNJb0ZFNVk2SDdMbHVOdm5WdVlkZw?oc=5,Seeking Alpha,2025-03-03 12:00:00,AAPL,https://seekingalpha.com/article/4763915-apple-what-the-iphone-16e-spells-for-stock-reiterate-buy,N/A,Unknown
Apple (AAPL) Stock Slips After it is Slammed for Being”Half a Decade Behind” on AI - TipRanks,https://news.google.com/rss/articles/CBMirAFBVV95cUxNNmEwYWZ6a2FHMTRDNjUzTkt5RkRnT29hOG5MYkRoUzdFSDZYWEhYZzB6aTZ1aTlYVmI0MDNiWF82RkFBZ0Q4bWRIRzhmWE9fTUhONlIteW15UVphU19sY0E4cGdnUF9XRkpsSDJLeDhadEJZR2ZjZjc5U0M5d1ZpNTZUY3M3ZXdXOUF3X25tbExnMHFNeDlIcFR4N0Y5dkt2anhFNTZFeTBUU2lj?oc=5,TipRanks,2025-03-03 13:12:23,AAPL,https://www.tipranks.com/news/apple-aapl-stock-slips-after-it-is-slammed-for-beinghalf-a-decade-behind-on-ai,0.19836326225215115,Positive
"Apple (AAPL) Stock: Tech Giant Emerges as ""Safe Haven"" Amid AI Cost Shifts and Market Volatility - MoneyCheck",https://news.google.com/rss/articles/CBMitgFBVV95cUxQT1p6VUw5WTUtX1J2MXgyX3hCTUFpUTNzWDkwX2tMVkhxaDZNVFJUZXBqcUdXNjktQVpwY205WmphV2xhTTMxZEJPTjZuSkZGU1h1aUpPTVJNTVZZQUhwWk9aXzlOZWNaWXlGNDlMNGxsc3E5ZkFkTFBLb1R5YndSbkN4U0dKYUlId2Y1dlk4UlNKcnQ2OVFSeTBGTk5meElkNVFqbjA4UmVVMEJ3WFNFemJZYUNjdw?oc=5,MoneyCheck,2025-03-03 13:48:04,AAPL,https://moneycheck.com/apple-aapl-stock-tech-giant-emerges-as-safe-haven-amid-ai-cost-shifts-and-market-volatility/,0.09692879499217524,Positive
$21 Trillion Wealth-Creating Stocks Are Still Undervalued — Three Big Bargains To Buy Now - Benzinga,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOdFdZRzdDU3hGWFRJSm8taWdydU8xTXhXNHpsZFZpaHFqZHg1Q0lIMkt5ZXJsUmpDR28wMHRqTUVYR3hWS2l0ZWpMT25MS1hQOVNJSFFxWHZvUlBfaE9NelJpNVZEaFVidjFJRnBVSVg2TlVEanpqaVo3dnZLQkhGM2QxcDRLR05ub3RmSG01UFZqQ2dvTWFUT2NCT3ZKMW9IaWNFTmpZY0s1LTBpbVFkRlZMNk9EbzhEWHhuNUJtOHpKZ2dwNXEwZzJjaVNvNmFsc2ZoZjcxTG5BRlk?oc=5,Benzinga,2025-03-02 18:50:26,AAPL,https://www.benzinga.com/news/stock-split/25/03/44067742/21-trillion-wealth-creating-stocks-are-still-undervalued-three-big-bargains-to-buy-now,0.2119623655913979,Positive
Active options: NVDA TSLA PLTR INTC MSTR AAPL SMCI AMZN - StreetInsider.com,https://news.google.com/rss/articles/CBMirgFBVV95cUxQZmZMa3Zra0tWMUJnUnNWZ1dlUWY1UjZ3cVRzaVc1SFBzc2VJUE1vNU9maTRKQmQ1NmVQR0hENHFCMGl0Z3RSYjUzRmx4NDA5YzRSSEVFRm5XZzFvc2U3NHo0RmdUUW1DbTB5bXlnUUJaeXdIMjNqdy04SGFFc0ZhNFhKVC1RMHF0enp5Ry1BWW5lSEI1a0hkOXQ4eGZGbTRQQXd0UXBtWnN1ajFHa1E?oc=5,StreetInsider.com,2025-03-03 20:25:05,AAPL,https://www.streetinsider.com/Options/Active+options%3A+NVDA+TSLA+PLTR+INTC+MSTR+AAPL+SMCI+AMZN/24439371.html,N/A,Unknown
Apple Inc. (AAPL): A Top Money-Making Stock Amid Market Uncertainty - Apna Kal,https://news.google.com/rss/articles/CBMimwFBVV95cUxNaElNN0REay1FNmM0c2lfWnVWc0FPV3pEVG5KYlYxTTY0cmZlZkt4bDg5X201anR4dGlEb0JEOG9LcDJZOXA5UTBXeWNsa281RnNoYXowX29FOGlCNVU5RENSOVpiZWN0SlFXcnlveExWdmZ6SzFsTGZpMzlLZ0M2ODVOX25LcHg3NndkdTJjNnBqZEsweUxsMUQyRQ?oc=5,Apna Kal,2025-03-02 15:00:07,AAPL,chrome-error://chromewebdata/,N/A,Unknown
Amazon (AMZN) Ploughing $8.2B Into India to Help Build AI as Economy Booms - TipRanks,https://news.google.com/rss/articles/CBMiowFBVV95cUxNdEp5cWM3SktGcDBIckYtaHVXZEdPSjZHNEdOWmFOZGx1dnNoYzBibkY3cUQ5dGQtWnFKRWNVQW9tUkZRbnZ0WHJfV3BLSkJ4ZkQ1bW9ydlN6TEo4eWE4bHFHYjl2bVBZZ2M3dDNtWlVlcjRiMHVIRk9BeHVXcTNxd2o5ZzlrbHR1MmZZZmJRdlpnd3dNQk9MQ1lCalVRVE1RYmxr?oc=5,TipRanks,2025-03-03 16:28:26,AMZN,https://www.tipranks.com/news/amazon-amzn-ploughing-8-2b-into-india-to-help-build-ai-as-economy-booms,0.11536281179138322,Positive
"AMZN, AAPL and GOOG Forecast – Major US Stocks Look Mixed - FX Empire",https://news.google.com/rss/articles/CBMiqAFBVV95cUxOQzBYNHdTLWVyVDRIY2NkS0FQd2lRdTJMVGVrb09BZ1h6a3Q1MlM0TjVvM2Zab2F4THVxVTdvLUtMSEF1MURfdnN2Y1ZqSVE0NzFESmVqVFk2dHZYTjROaUU5SFZpZ2RJREdfZFhEcDJzMkhXcTVCSFJYZ2xaazF4LWRFYV9YNU9ITHREMU5YTGJKazNoY1JfWmk2N0FWWF9kb3gtaG5TWjc?oc=5,FX Empire,2025-03-03 13:40:00,AMZN,https://www.fxempire.com/forecasts/article/amzn-aapl-and-goog-forecast-major-us-stocks-look-mixed-1501377,0.0692948717948718,Positive
Why CEOs love to return to work while employees don't? A former Amazon VP explains impact of wealth on life's priorities - Business Today,https://news.google.com/rss/articles/CBMiogJBVV95cUxQeDFhYnVqR19JNHA2a1dsbjdLbjBsTlRNN0s2eVNhRHVWUTBuS3NQNmw1b3g2eHhYV0E0Tm15S1phdTdsallza3NzZFBrOTFsbkxBN1g5a1dHdUttN25ub3lQcHVBWGdsY3V6Vmo1dGhyelNScUFVcnluZVd0Q3VmV3F4MFZXSHRGV3BzUHo0S1UwelNueU5QclBndzlfQnBFOXJrMnBhLVJmbk83VVJ0Z19pdkI2Unc4bUwweFVyMGxicXE4bjJCalNNbFI0M3NEV25lQUJIZEotTERZTmVGWGJBX2daUmxPcDNqcFZCc09oM3AwOTVfUF9US3RTR21HREFhWTk4TVEwd3JzVVpMcnZyWWVSUjJQNzdHNk1yUFo3UQ?oc=5,Business Today,2025-03-02 10:07:22,AMZN,https://www.businesstoday.in/latest/trends/story/why-ceos-love-to-return-to-work-while-employees-dont-a-former-amazon-vp-explains-impact-of-wealth-on-lifes-priorities-ethan-evans-466423-2025-03-02,0.1521685861308503,Positive
Amazon.com (NasdaqGS:AMZN) Teams Up With Fujifilm For Advanced Cloud Solutions In Healthcare Sector - Simply Wall St,https://news.google.com/rss/articles/CBMixAFBVV95cUxPTXNHWEVFSUZmQVBoZkJfdUdsQlRjYkxST2VyY3o5QkxPeDBtRFVfbFAyTjBUSERzV29laGVXeVVtLUR6YW0zTktOUzB3cUgyem1QOEhERFlQTVFZX2RKX0FaZ2lERHN5d0hBTE1Da0ZCSm9lWEtqSDJqY1ViNnFBUkxwV3Vkc0NLaUdHaTIzMGlPTEFhc3ZpZE9RcDI5S2sxOUFUekJFNDEzQ1EyM09vRzNqeHFfX2NGZ0wxdWVYMGsyRnpH0gHKAUFVX3lxTE5UUjdQNktZQmgtbTRRSVFMaTRja3hkc1VGamxISzhSMU0yUFhxNHExN0ZQVHR2V2J1U0Jabk9EOFVyVjdfSnBDZHZpSDd6UWIyR1N1VFhFTzlOdDlDQ0hWUUVaX1BweWEyY05kUHZ1NkRWUERQdnRtTHJLbTJQWVR4a25VNFc0UWx3XzdsT2NuVnIyVkFpNHdQNlZTQXlUX1ZScTY5TzZSYTFick5JaWNxVUI0c2NvaXgwenVvUnpWN2ZZTTZFQ3NpTWc?oc=5,Simply Wall St,2025-03-04 17:31:58,AMZN,https://simplywall.st/stocks/us/retail/nasdaq-amzn/amazoncom/news/amazoncom-nasdaqgsamzn-teams-up-with-fujifilm-for-advanced-c,0.11130050505050505,Positive
Amazon-backed AI firm Anthropic valued at $61.5 billion after latest round - CNBC,https://news.google.com/rss/articles/CBMitAFBVV95cUxPSlN4NjZfS1R1VVBteTBWdDBENHBSMzRjVkVHbTZRMV93YnlkYWlqTDJBSmEydnpIQzFwT3JGOEpIdEU3bmhEYmxUaUtWejRsSWNfMUhsWUFRUVhINTBTNy0zZGNONlFlbURBMW1feC1qU1lrY3hfbVl1Um9SZnJac2QtczF3TGdnNVp6M0dONV9vQmJJLVRmcjFlc1lnMHl5MGtLSU9ucy1BdkhUUGRjY08zRk_SAboBQVVfeXFMT1otZV9mMWtWeE82WTlGUVhoeEo1Mkl4SGpaOTlGM09iYmpWLVdIcTYwZUduX3hMSlIzUmxDWldwN0pDZWlfZHpfSGhBREo3cktlZjQzOW1TMTlxTDBoeUc5dGt3TTJtQWhlRXFNQXVpMGd0MUxrVjg5YnJMSmo1dDFoWWpoUGlGdWowaUQxdC1tRy14N2R1b1hrUVpJUV9Ud004eWF2WTQzajBObjk3Y2w2eFBVN3lSMlh3?oc=5,CNBC,2025-03-03 17:06:58,AMZN,https://www.cnbc.com/2025/03/03/amazon-backed-ai-firm-anthropic-valued-at-61point5-billion-after-latest-round.html,0.426951513201513,Positive
"Amazon.com, Inc. (AMZN): AI-Powered Flood Risk Management in Spain - Insider Monkey",https://news.google.com/rss/articles/CBMiqAFBVV95cUxQTGZNUkxSVVhuckVnc29vR2tOTkNzWEJ3YjlBMHBDR0o5Ul9ndHM2aWhUNkdKRHQ1UWNHV2JWTUpWbEF3WV9iaDdZSVc4N1RJMmFuNlNIcWVJNlFES01DWWxsM2NDUjdBOVp1amJ1Y0g1UmVUOHJWOWdtU21xQWFOQ0pkdHB6dHBKaGFRSnVWalFTMDE3SVRpMnZvVGlVdXRWMkJlZ1UyQ3bSAbABQVVfeXFMTVQ0UnN2N0xvdEIzN1VuTHdDcFZaYVNOS3EzMXIyc1hiMW9jYUdSZ2pKVUY4aVVhUzlfcDdXaDIxbmk1MThaZ0dXWVFCdlhVQVZsYTJNRDZZUUJIdnNMdnlxRXR1MHRFLVN0ckp0eXFIT2tJYlEtTllUOXFKT2hwWEVJZXB0WEpvdUdXSGQxM3RuLXBQOFNwbTNvc0R1WTFCY1FHc1JRUmU0a0Mxc0hRR1c?oc=5,Insider Monkey,2025-03-04 10:17:52,AMZN,https://www.insidermonkey.com/blog/amazon-com-inc-amzn-ai-powered-flood-risk-management-in-spain-1470746/,0.1350676406926407,Positive
"Is Amazon Stock A Buy, Sell, Or Hold Ahead Of Alexa+ Launch? - Barchart",https://news.google.com/rss/articles/CBMiowFBVV95cUxOQ3Z6WUNpek94eV9YbDRLNjZOLXltUFV2OE43WFdyYVA4aERmTVVHQktzV3hPR2NkSFg2M0N5a29kc0w4NzRVSDJUbWY3aGRmNDJnWGJQYkdyWXF3UWRkM1otV21JVWM1RERpV1FTOExXQTBxNHhhQTk4dXBjNjk1Ync0am5KWnpmanUzSF9TT3QwWnpCMHJVcnN1NnBhdGVhMmtz?oc=5,Barchart,2025-03-03 20:35:03,AMZN,https://www.barchart.com/story/news/31215644/is-amazon-stock-a-buy-sell-or-hold-ahead-of-alexa-launch,0.0,Neutral
Amazon's cloud business to invest $8.2 billion in Indian state in coming years - Yahoo Finance,https://news.google.com/rss/articles/CBMigwFBVV95cUxPbzdzTzdPVm1wTE53UlRrSTNDS0g2NER6OFZuQXpKdjFZLWVSaGlNUHFpbDRYS2dLWDhidDBqT0k5bF9qQWJ2cmhpcXlQUXVjT0RseUFBWXFLRUZqdFJlV2p6UHNWYXUzTVZqaFBMcERsdk9RbkxWdUc5dldlTTZsM0oydw?oc=5,Yahoo Finance,2025-03-03 14:12:39,AMZN,https://finance.yahoo.com/news/amazons-cloud-business-invest-8-141239690.html,0.1068181818181818,Positive
