symbol|date|dividends
LZB|2006-12-31|0.47
LZB|2007-12-31|0.48
LZB|2008-12-31|0.14
LZB|2009-12-31|0.0
LZB|2010-12-31|0.0
LZB|2011-12-31|0.0
LZB|2012-12-31|0.04
LZB|2013-12-31|0.18
LZB|2014-12-31|0.26
LZB|2015-12-31|0.34
LZB|2016-12-31|0.41
LZB|2017-12-31|0.45
LZB|2018-12-31|0.49
LZB|2019-12-31|0.53
LZB|2020-12-31|0.35
LZB|2021-12-31|0.615
LZB|2022-12-31|0.677
LZB|2023-12-31|0.746
LZB|2024-12-31|0.8200000000000001
SBLK|2008-12-31|71.604532
SBLK|2009-12-31|7.5
SBLK|2010-12-31|15.0
SBLK|2011-12-31|15.0
SBLK|2012-12-31|3.375
SBLK|2013-12-31|0.0
SBLK|2014-12-31|0.0
SBLK|2015-12-31|0.0
SBLK|2016-12-31|0.0
SBLK|2017-12-31|0.0
SBLK|2018-12-31|0.0
SBLK|2019-12-31|0.05
SBLK|2020-12-31|0.05
SBLK|2021-12-31|2.25
SBLK|2022-12-31|6.5
SBLK|2023-12-31|1.57
SBLK|2024-12-31|1.9
NUV|1987-12-31|0.2339999999999999
NUV|1988-12-31|0.695
NUV|1989-12-31|0.747
NUV|1990-12-31|0.722
NUV|1991-12-31|0.761
NUV|1992-12-31|0.715
NUV|1993-12-31|0.743
NUV|1994-12-31|0.661
NUV|1995-12-31|0.642
NUV|1996-12-31|0.609
NUV|1997-12-31|0.708
NUV|1998-12-31|0.619
NUV|1999-12-31|0.51
NUV|2000-12-31|0.5389999999999999
NUV|2001-12-31|0.48
NUV|2002-12-31|0.5559999999999999
NUV|2003-12-31|0.571
NUV|2004-12-31|0.535
NUV|2005-12-31|0.492
NUV|2006-12-31|0.497
NUV|2007-12-31|0.498
NUV|2008-12-31|0.47
NUV|2009-12-31|0.475
NUV|2010-12-31|0.49
NUV|2011-12-31|0.533
NUV|2012-12-31|0.4639999999999999
NUV|2013-12-31|0.4489999999999999
NUV|2014-12-31|0.43
NUV|2015-12-31|0.407
NUV|2016-12-31|0.398
NUV|2017-12-31|0.41
NUV|2018-12-31|0.372
NUV|2019-12-31|0.372
NUV|2020-12-31|0.372
NUV|2021-12-31|0.354
NUV|2022-12-31|0.336
NUV|2023-12-31|0.339
NUV|2024-12-31|0.358
NUV|2025-12-31|0.033
OBDE|2024-12-31|1.52
RVT|1987-12-31|0.479705
RVT|1988-12-31|0.117159
RVT|1989-12-31|0.479705
RVT|1990-12-31|0.267528
RVT|1991-12-31|0.562731
RVT|1992-12-31|0.083026
RVT|1993-12-31|1.060886
RVT|1994-12-31|0.009225
RVT|1995-12-31|1.190037
RVT|1996-12-31|1.060886
RVT|1997-12-31|1.116236
RVT|1998-12-31|1.420665
RVT|1999-12-31|1.780443
RVT|2000-12-31|1.365313
RVT|2001-12-31|1.374538
RVT|2002-12-31|1.392989
RVT|2003-12-31|1.199262
RVT|2004-12-31|1.419741
RVT|2005-12-31|1.485241
RVT|2006-12-31|1.642067
RVT|2007-12-31|1.706641
RVT|2008-12-31|1.586716
RVT|2009-12-31|0.295203
RVT|2010-12-31|0.027675
RVT|2011-12-31|0.719558
RVT|2012-12-31|0.738008
RVT|2013-12-31|0.7450559999999999
RVT|2014-12-31|1.82
RVT|2015-12-31|1.24
RVT|2016-12-31|1.02
RVT|2017-12-31|1.16
RVT|2018-12-31|1.26
RVT|2019-12-31|1.1
RVT|2020-12-31|1.04
RVT|2021-12-31|1.67
RVT|2022-12-31|1.3199999999999998
RVT|2023-12-31|1.07
RVT|2024-12-31|1.27
HTH|2004-12-31|1.088
HTH|2005-12-31|0.501
HTH|2006-12-31|0.0
HTH|2007-12-31|0.0
HTH|2008-12-31|0.0
HTH|2009-12-31|0.0
HTH|2010-12-31|0.0
HTH|2011-12-31|0.0
HTH|2012-12-31|0.0
HTH|2013-12-31|0.0
HTH|2014-12-31|0.0
HTH|2015-12-31|0.0
HTH|2016-12-31|0.06
HTH|2017-12-31|0.24
HTH|2018-12-31|0.28
HTH|2019-12-31|0.32
HTH|2020-12-31|0.36
HTH|2021-12-31|0.48
HTH|2022-12-31|0.6
HTH|2023-12-31|0.64
HTH|2024-12-31|0.68
HTH|2025-12-31|0.18
VRE|1994-12-31|0.81
VRE|1995-12-31|1.235
VRE|1996-12-31|1.725
VRE|1997-12-31|2.35
VRE|1998-12-31|1.55
VRE|1999-12-31|2.81
VRE|2000-12-31|1.77
VRE|2001-12-31|2.45
VRE|2002-12-31|2.49
VRE|2003-12-31|2.52
VRE|2004-12-31|2.52
VRE|2005-12-31|2.52
VRE|2006-12-31|2.53
VRE|2007-12-31|2.56
VRE|2008-12-31|2.56
VRE|2009-12-31|1.99
VRE|2010-12-31|1.8
VRE|2011-12-31|1.8
VRE|2012-12-31|1.8
VRE|2013-12-31|1.5
VRE|2014-12-31|0.8999999999999999
VRE|2015-12-31|0.6
VRE|2016-12-31|0.6
VRE|2017-12-31|0.7
VRE|2018-12-31|0.8
VRE|2019-12-31|0.8
VRE|2020-12-31|0.6000000000000001
VRE|2021-12-31|0.0
VRE|2022-12-31|0.0
VRE|2023-12-31|0.103
VRE|2024-12-31|0.263
BBU|2016-12-31|0.040436
BBU|2017-12-31|0.161744
BBU|2018-12-31|0.161744
BBU|2019-12-31|0.161744
BBU|2020-12-31|0.161744
BBU|2021-12-31|0.161744
BBU|2022-12-31|0.229436
BBU|2023-12-31|0.252
BBU|2024-12-31|0.189
STC|1987-12-31|0.063333
STC|1988-12-31|0.256666
STC|1989-12-31|0.166666
STC|1990-12-31|0.116666
STC|1991-12-31|0.066668
STC|1992-12-31|0.073334
STC|1993-12-31|0.0866659999999999
STC|1994-12-31|0.098333
STC|1995-12-31|0.105
STC|1996-12-31|0.12
STC|1997-12-31|0.13
STC|1998-12-31|0.14
STC|1999-12-31|0.16
STC|2000-12-31|0.0
STC|2001-12-31|0.0
STC|2002-12-31|0.0
STC|2003-12-31|0.46
STC|2004-12-31|0.46
STC|2005-12-31|0.75
STC|2006-12-31|0.75
STC|2007-12-31|0.75
STC|2008-12-31|0.1
STC|2009-12-31|0.05
STC|2010-12-31|0.05
STC|2011-12-31|0.05
STC|2012-12-31|0.1
STC|2013-12-31|0.1
STC|2014-12-31|0.1
STC|2015-12-31|0.8
STC|2016-12-31|1.2
STC|2017-12-31|1.2
STC|2018-12-31|1.2
STC|2019-12-31|1.2
STC|2020-12-31|1.2
STC|2021-12-31|1.365
STC|2022-12-31|1.65
STC|2023-12-31|1.85
STC|2024-12-31|1.95
GOGL|1997-12-31|2.55
GOGL|1998-12-31|5.199999999999999
GOGL|1999-12-31|9.75
GOGL|2000-12-31|13.3
GOGL|2001-12-31|21.2
GOGL|2002-12-31|4.55
GOGL|2003-12-31|13.7
GOGL|2004-12-31|22.75
GOGL|2005-12-31|22.75
GOGL|2006-12-31|18.0
GOGL|2007-12-31|12.5
GOGL|2008-12-31|13.75
GOGL|2009-12-31|1.25
GOGL|2010-12-31|8.5
GOGL|2011-12-31|10.0
GOGL|2012-12-31|6.0
GOGL|2013-12-31|3.5
GOGL|2014-12-31|3.125
GOGL|2015-12-31|0.0
GOGL|2016-12-31|0.0
GOGL|2017-12-31|0.0
GOGL|2018-12-31|0.45
GOGL|2019-12-31|0.325
GOGL|2020-12-31|0.05
GOGL|2021-12-31|1.6
GOGL|2022-12-31|2.35
GOGL|2023-12-31|0.5
GOGL|2024-12-31|0.8999999999999999
CNXN|2011-12-31|0.4
CNXN|2012-12-31|0.38
CNXN|2013-12-31|0.4
CNXN|2014-12-31|0.4
CNXN|2015-12-31|0.4
CNXN|2016-12-31|0.34
CNXN|2017-12-31|0.34
CNXN|2018-12-31|0.32
CNXN|2019-12-31|0.32
CNXN|2020-12-31|0.0
CNXN|2021-12-31|1.32
CNXN|2022-12-31|0.34
CNXN|2023-12-31|0.32
CNXN|2024-12-31|0.4
KMT|1987-12-31|0.25
KMT|1988-12-31|0.27
KMT|1989-12-31|0.29
KMT|1990-12-31|0.29
KMT|1991-12-31|0.29
KMT|1992-12-31|0.29
KMT|1993-12-31|0.29
KMT|1994-12-31|0.295
KMT|1995-12-31|0.3
KMT|1996-12-31|0.31
KMT|1997-12-31|0.34
KMT|1998-12-31|0.34
KMT|1999-12-31|0.34
KMT|2000-12-31|0.34
KMT|2001-12-31|0.255
KMT|2002-12-31|0.34
KMT|2003-12-31|0.34
KMT|2004-12-31|0.34
KMT|2005-12-31|0.36
KMT|2006-12-31|0.39
KMT|2007-12-31|0.435
KMT|2008-12-31|0.48
KMT|2009-12-31|0.48
KMT|2010-12-31|0.48
KMT|2011-12-31|0.5
KMT|2012-12-31|0.6000000000000001
KMT|2013-12-31|0.6799999999999999
KMT|2014-12-31|0.72
KMT|2015-12-31|0.76
KMT|2016-12-31|0.8
KMT|2017-12-31|0.8
KMT|2018-12-31|0.8
KMT|2019-12-31|0.8
KMT|2020-12-31|0.8
KMT|2021-12-31|0.8
KMT|2022-12-31|0.8
KMT|2023-12-31|0.8
KMT|2024-12-31|0.8
KMT|2025-12-31|0.2
SID|1997-12-31|0.081667
SID|1998-12-31|0.174417
SID|1999-12-31|0.041125
SID|2000-12-31|0.039125
SID|2001-12-31|0.64525
SID|2002-12-31|0.0
SID|2003-12-31|0.153167
SID|2004-12-31|0.150542
SID|2005-12-31|0.449333
SID|2006-12-31|0.6146659999999999
SID|2007-12-31|0.451833
SID|2008-12-31|0.5694999999999999
SID|2009-12-31|0.6495
SID|2010-12-31|0.582
SID|2011-12-31|0.81
SID|2012-12-31|0.431
SID|2013-12-31|0.529
SID|2014-12-31|0.124
SID|2015-12-31|0.143
SID|2016-12-31|0.0
SID|2017-12-31|0.0
SID|2018-12-31|0.0
SID|2019-12-31|0.238
SID|2020-12-31|0.002
SID|2021-12-31|0.371
SID|2022-12-31|0.395
SID|2023-12-31|0.497
SID|2024-12-31|0.14
BBUC|2022-12-31|0.189
BBUC|2023-12-31|0.252
BBUC|2024-12-31|0.189
WMK|1986-12-31|0.09
WMK|1987-12-31|0.433334
WMK|1988-12-31|0.5
WMK|1989-12-31|0.56
WMK|1990-12-31|0.6
WMK|1991-12-31|0.64
WMK|1992-12-31|0.68
WMK|1993-12-31|0.7
WMK|1994-12-31|0.74
WMK|1995-12-31|0.8
WMK|1996-12-31|0.88
WMK|1997-12-31|0.94
WMK|1998-12-31|0.98
WMK|1999-12-31|1.02
WMK|2000-12-31|1.06
WMK|2001-12-31|1.08
WMK|2002-12-31|1.08
WMK|2003-12-31|1.1
WMK|2004-12-31|2.12
WMK|2005-12-31|1.12
WMK|2006-12-31|1.16
WMK|2007-12-31|1.16
WMK|2008-12-31|1.16
WMK|2009-12-31|1.16
WMK|2010-12-31|1.16
WMK|2011-12-31|3.47
WMK|2012-12-31|1.2
WMK|2013-12-31|1.2
WMK|2014-12-31|1.2
WMK|2015-12-31|1.2
WMK|2016-12-31|1.2
WMK|2017-12-31|0.8999999999999999
WMK|2018-12-31|1.21
WMK|2019-12-31|1.24
WMK|2020-12-31|1.24
WMK|2021-12-31|1.25
WMK|2022-12-31|1.3
WMK|2023-12-31|1.36
WMK|2024-12-31|1.36
MSDL|2024-12-31|2.2
DRH|2005-12-31|0.379
DRH|2006-12-31|0.72
DRH|2007-12-31|0.96
DRH|2008-12-31|0.75
DRH|2009-12-31|0.032
DRH|2010-12-31|0.0
DRH|2011-12-31|0.32
DRH|2012-12-31|0.32
DRH|2013-12-31|0.34
DRH|2014-12-31|0.411
DRH|2015-12-31|0.5
DRH|2016-12-31|0.5
DRH|2017-12-31|0.5
DRH|2018-12-31|0.375
DRH|2019-12-31|0.625
DRH|2020-12-31|0.0
DRH|2021-12-31|0.0
DRH|2022-12-31|0.09
DRH|2023-12-31|0.12
DRH|2024-12-31|0.32
FTF|2003-12-31|0.297
FTF|2004-12-31|1.1880000000000002
FTF|2005-12-31|1.116
FTF|2006-12-31|1.05
FTF|2007-12-31|1.008
FTF|2008-12-31|0.952
FTF|2009-12-31|0.954
FTF|2010-12-31|1.027
FTF|2011-12-31|1.016
FTF|2012-12-31|0.913
FTF|2013-12-31|0.8959999999999999
FTF|2014-12-31|0.921
FTF|2015-12-31|0.744
FTF|2016-12-31|0.79
FTF|2017-12-31|1.286
FTF|2018-12-31|1.17
FTF|2019-12-31|1.029
FTF|2020-12-31|0.935
FTF|2021-12-31|0.933
FTF|2022-12-31|0.784
FTF|2023-12-31|0.71
FTF|2024-12-31|0.744
FTF|2025-12-31|0.062
ROG|1990-12-31|0.03
ROG|1991-12-31|0.03
ROG|1992-12-31|0.0075
SIMO|2013-12-31|0.6
SIMO|2014-12-31|0.6
SIMO|2015-12-31|0.6
SIMO|2016-12-31|0.65
SIMO|2017-12-31|0.9
SIMO|2018-12-31|1.2
SIMO|2019-12-31|1.25
SIMO|2020-12-31|1.4
SIMO|2021-12-31|1.5499999999999998
SIMO|2022-12-31|1.5
SIMO|2023-12-31|0.5
SIMO|2024-12-31|2.0
CVI|2013-12-31|14.25
CVI|2014-12-31|5.0
CVI|2015-12-31|2.0
CVI|2016-12-31|2.0
CVI|2017-12-31|2.0
CVI|2018-12-31|2.5
CVI|2019-12-31|3.05
CVI|2020-12-31|1.2000000000000002
CVI|2021-12-31|2.4
CVI|2022-12-31|4.8
CVI|2023-12-31|4.5
CVI|2024-12-31|1.5
OXLC|2011-12-31|1.729386
OXLC|2012-12-31|2.2
OXLC|2013-12-31|2.2
OXLC|2014-12-31|2.5
OXLC|2015-12-31|2.4
OXLC|2016-12-31|2.4
OXLC|2017-12-31|1.8
OXLC|2018-12-31|1.62
OXLC|2019-12-31|1.62
OXLC|2020-12-31|1.218
OXLC|2021-12-31|0.8160000000000001
OXLC|2022-12-31|0.8999999999999999
OXLC|2023-12-31|0.93
OXLC|2024-12-31|1.02
OXLC|2025-12-31|0.09
PSEC|2004-12-31|0.1
PSEC|2005-12-31|0.755
PSEC|2006-12-31|1.405
PSEC|2007-12-31|1.566
PSEC|2008-12-31|1.608
PSEC|2009-12-31|1.628
PSEC|2010-12-31|1.114
PSEC|2011-12-31|1.2120000000000002
PSEC|2012-12-31|1.127
PSEC|2013-12-31|1.32
PSEC|2014-12-31|1.325
PSEC|2015-12-31|1.024
PSEC|2016-12-31|0.996
PSEC|2017-12-31|0.904
PSEC|2018-12-31|0.72
PSEC|2019-12-31|0.72
PSEC|2020-12-31|0.72
PSEC|2021-12-31|0.78
PSEC|2022-12-31|0.72
PSEC|2023-12-31|0.72
PSEC|2024-12-31|0.69
PSEC|2025-12-31|0.045
VSEC|1987-12-31|0.022
VSEC|1988-12-31|0.025
VSEC|1989-12-31|0.028
VSEC|1990-12-31|0.028
VSEC|1991-12-31|0.028
VSEC|1992-12-31|0.028
VSEC|1993-12-31|0.0285
VSEC|1994-12-31|0.0305
VSEC|1995-12-31|0.0325
VSEC|1996-12-31|0.0344
VSEC|1997-12-31|0.036
VSEC|1998-12-31|0.035
VSEC|1999-12-31|0.035
VSEC|2000-12-31|0.039
VSEC|2001-12-31|0.04
VSEC|2002-12-31|0.04
VSEC|2003-12-31|0.04
VSEC|2004-12-31|0.045
VSEC|2005-12-31|0.055
VSEC|2006-12-31|0.065
VSEC|2007-12-31|0.075
VSEC|2008-12-31|0.0849999999999999
VSEC|2009-12-31|0.095
VSEC|2010-12-31|0.11
VSEC|2011-12-31|0.13
VSEC|2012-12-31|0.15
VSEC|2013-12-31|0.1699999999999999
VSEC|2014-12-31|0.19
VSEC|2015-12-31|0.21
VSEC|2016-12-31|0.2299999999999999
VSEC|2017-12-31|0.26
VSEC|2018-12-31|0.3
VSEC|2019-12-31|0.3399999999999999
VSEC|2020-12-31|0.36
VSEC|2021-12-31|0.36
VSEC|2022-12-31|0.4
VSEC|2023-12-31|0.4
VSEC|2024-12-31|0.4
VSEC|2025-12-31|0.1
GBX|1994-12-31|0.06
GBX|1995-12-31|0.24
GBX|1996-12-31|0.24
GBX|1997-12-31|0.24
GBX|1998-12-31|0.24
GBX|1999-12-31|0.42
GBX|2000-12-31|0.36
GBX|2001-12-31|0.3299999999999999
GBX|2002-12-31|0.0
GBX|2003-12-31|0.0
GBX|2004-12-31|0.12
GBX|2005-12-31|0.28
GBX|2006-12-31|0.32
GBX|2007-12-31|0.32
GBX|2008-12-31|0.32
GBX|2009-12-31|0.04
GBX|2010-12-31|0.0
GBX|2011-12-31|0.0
GBX|2012-12-31|0.0
GBX|2013-12-31|0.0
GBX|2014-12-31|0.3
GBX|2015-12-31|0.65
GBX|2016-12-31|0.8200000000000001
GBX|2017-12-31|0.88
GBX|2018-12-31|0.98
GBX|2019-12-31|1.0
GBX|2020-12-31|1.08
GBX|2021-12-31|1.08
GBX|2022-12-31|1.08
GBX|2023-12-31|1.14
GBX|2024-12-31|1.2
GBX|2025-12-31|0.3
CLMT|2006-12-31|1.3
CLMT|2007-12-31|2.46
CLMT|2008-12-31|1.98
CLMT|2009-12-31|1.8
CLMT|2010-12-31|1.825
CLMT|2011-12-31|1.94
CLMT|2012-12-31|2.3
CLMT|2013-12-31|2.7
CLMT|2014-12-31|2.74
CLMT|2015-12-31|2.74
CLMT|2016-12-31|0.685
OFG|1987-12-31|0.009562
OFG|1988-12-31|0.0143429999999999
OFG|1989-12-31|0.0
OFG|1990-12-31|0.0
OFG|1991-12-31|0.0
OFG|1992-12-31|0.012022
OFG|1993-12-31|0.042075
OFG|1994-12-31|0.049527
OFG|1995-12-31|0.115703
OFG|1996-12-31|0.120211
OFG|1997-12-31|0.221519
OFG|1998-12-31|0.2719749999999999
OFG|1999-12-31|0.360632
OFG|2000-12-31|0.360632
OFG|2001-12-31|0.360632
OFG|2002-12-31|0.423141
OFG|2003-12-31|0.474379
OFG|2004-12-31|0.522728
OFG|2005-12-31|0.56
OFG|2006-12-31|0.56
OFG|2007-12-31|0.56
OFG|2008-12-31|0.56
OFG|2009-12-31|0.16
OFG|2010-12-31|0.17
OFG|2011-12-31|0.21
OFG|2012-12-31|0.24
OFG|2013-12-31|0.26
OFG|2014-12-31|0.34
OFG|2015-12-31|0.36
OFG|2016-12-31|0.24
OFG|2017-12-31|0.24
OFG|2018-12-31|0.25
OFG|2019-12-31|0.28
OFG|2020-12-31|0.28
OFG|2021-12-31|0.4
OFG|2022-12-31|0.7
OFG|2023-12-31|0.88
OFG|2024-12-31|1.0
IIPR|2017-12-31|0.55
IIPR|2018-12-31|1.2
IIPR|2019-12-31|2.83
IIPR|2020-12-31|4.47
IIPR|2021-12-31|5.72
IIPR|2022-12-31|7.1
IIPR|2023-12-31|7.220000000000001
IIPR|2024-12-31|7.52
FIHL|2024-12-31|0.3
HPK|2021-12-31|0.125
HPK|2022-12-31|0.1
HPK|2023-12-31|0.1
HPK|2024-12-31|0.16
CRI|2013-12-31|0.48
CRI|2014-12-31|0.76
CRI|2015-12-31|0.88
CRI|2016-12-31|1.32
CRI|2017-12-31|1.48
CRI|2018-12-31|1.8
CRI|2019-12-31|2.0
CRI|2020-12-31|0.6
CRI|2021-12-31|1.4
CRI|2022-12-31|3.0
CRI|2023-12-31|3.0
CRI|2024-12-31|3.2
TRMD|2020-12-31|0.95
TRMD|2021-12-31|0.0
TRMD|2022-12-31|2.04
TRMD|2023-12-31|7.01
TRMD|2024-12-31|5.86
VYX|2007-12-31|16.0
PLUS|2012-12-31|0.625
LGF-A|2013-12-31|0.05
LGF-A|2014-12-31|0.24
LGF-A|2015-12-31|0.32
LGF-A|2016-12-31|0.18
LGF-A|2017-12-31|0.0
LGF-A|2018-12-31|0.27
RAMP|2004-12-31|0.16
RAMP|2005-12-31|0.2
RAMP|2006-12-31|0.21
RAMP|2007-12-31|0.12
RAMP|2008-12-31|0.18
TSLX|2014-12-31|1.53
TSLX|2015-12-31|1.56
TSLX|2016-12-31|1.56
TSLX|2017-12-31|1.75
TSLX|2018-12-31|1.78
TSLX|2019-12-31|1.81
TSLX|2020-12-31|2.3
TSLX|2021-12-31|3.59
TSLX|2022-12-31|1.84
TSLX|2023-12-31|2.1
TSLX|2024-12-31|2.09
USA|1987-12-31|1.18
USA|1988-12-31|0.64
USA|1989-12-31|0.95
USA|1990-12-31|0.9
USA|1991-12-31|1.02
USA|1992-12-31|1.07
USA|1993-12-31|1.069
USA|1994-12-31|1.01
USA|1995-12-31|1.025
USA|1996-12-31|1.125
USA|1997-12-31|1.33
USA|1998-12-31|1.39
USA|1999-12-31|1.39
USA|2000-12-31|1.42
USA|2001-12-31|1.2
USA|2002-12-31|0.88
USA|2003-12-31|0.78
USA|2004-12-31|0.89
USA|2005-12-31|0.64
USA|2006-12-31|0.88
USA|2007-12-31|0.9
USA|2008-12-31|0.65
USA|2009-12-31|0.31
USA|2010-12-31|0.31
USA|2011-12-31|0.3399999999999999
USA|2012-12-31|0.32
USA|2013-12-31|0.35
USA|2014-12-31|0.39
USA|2015-12-31|0.51
USA|2016-12-31|0.48
USA|2017-12-31|0.56
USA|2018-12-31|0.68
USA|2019-12-31|0.66
USA|2020-12-31|0.63
USA|2021-12-31|0.81
USA|2022-12-31|0.69
USA|2023-12-31|0.61
USA|2024-12-31|0.71
USA|2025-12-31|0.17
CMBT|2015-12-31|0.906
CMBT|2016-12-31|1.37
CMBT|2017-12-31|0.28
CMBT|2018-12-31|0.12
CMBT|2019-12-31|0.12
CMBT|2020-12-31|1.66
CMBT|2021-12-31|0.12
CMBT|2022-12-31|0.12
CMBT|2023-12-31|3.2
CMBT|2024-12-31|5.720000000000001
WOR|1986-12-31|0.024661
WOR|1987-12-31|0.104124
WOR|1988-12-31|0.117824
WOR|1989-12-31|0.142484
WOR|1990-12-31|0.161667
WOR|1991-12-31|0.1739979999999999
WOR|1992-12-31|0.197288
WOR|1993-12-31|0.211673
WOR|1994-12-31|0.240443
WOR|1995-12-31|0.265106
WOR|1996-12-31|0.289767
WOR|1997-12-31|0.314427
WOR|1998-12-31|0.339087
WOR|1999-12-31|0.363747
WOR|2000-12-31|0.38841
WOR|2001-12-31|0.394576
WOR|2002-12-31|0.394576
WOR|2003-12-31|0.394576
WOR|2004-12-31|0.394576
WOR|2005-12-31|0.419236
WOR|2006-12-31|0.419236
WOR|2007-12-31|0.419236
WOR|2008-12-31|0.419236
WOR|2009-12-31|0.289765
WOR|2010-12-31|0.246608
WOR|2011-12-31|0.27127
WOR|2012-12-31|0.468558
WOR|2013-12-31|0.184956
WOR|2014-12-31|0.406904
WOR|2015-12-31|0.456226
WOR|2016-12-31|0.480888
WOR|2017-12-31|0.5055499999999999
WOR|2018-12-31|0.54254
WOR|2019-12-31|0.5795300000000001
WOR|2020-12-31|0.6041920000000001
WOR|2021-12-31|0.672009
WOR|2022-12-31|0.7274959999999999
WOR|2023-12-31|0.776818
WOR|2024-12-31|0.66
VSTS|2023-12-31|0.035
VSTS|2024-12-31|0.14
AGX|2011-12-31|0.5
AGX|2012-12-31|0.6
AGX|2013-12-31|0.75
AGX|2014-12-31|0.7
AGX|2015-12-31|0.7
AGX|2016-12-31|1.0
AGX|2017-12-31|1.0
AGX|2018-12-31|0.75
AGX|2019-12-31|1.0
AGX|2020-12-31|3.25
AGX|2021-12-31|0.75
AGX|2022-12-31|1.0
AGX|2023-12-31|1.05
AGX|2024-12-31|1.275
AGX|2025-12-31|0.375
AAT|2011-12-31|0.8
AAT|2012-12-31|0.84
AAT|2013-12-31|0.85
AAT|2014-12-31|0.893
AAT|2015-12-31|0.949
AAT|2016-12-31|1.01
AAT|2017-12-31|1.05
AAT|2018-12-31|1.09
AAT|2019-12-31|1.14
AAT|2020-12-31|1.0
AAT|2021-12-31|1.16
AAT|2022-12-31|1.28
AAT|2023-12-31|1.32
AAT|2024-12-31|1.34
ZGN|2022-12-31|0.094
ZGN|2023-12-31|0.109
ZGN|2024-12-31|0.13
OSW|2020-12-31|0.04
OSW|2021-12-31|0.0
OSW|2022-12-31|0.0
OSW|2023-12-31|0.0
OSW|2024-12-31|0.04
MTRN|1986-12-31|0.55
MTRN|1987-12-31|0.59
MTRN|1988-12-31|0.63
MTRN|1989-12-31|0.67
MTRN|1990-12-31|0.71
MTRN|1991-12-31|0.59
MTRN|1992-12-31|0.26
MTRN|1993-12-31|0.2
MTRN|1994-12-31|0.26
MTRN|1995-12-31|0.36
MTRN|1996-12-31|0.42
MTRN|1997-12-31|0.4599999999999999
MTRN|1998-12-31|0.48
MTRN|1999-12-31|0.48
MTRN|2000-12-31|0.36
MTRN|2001-12-31|0.36
MTRN|2002-12-31|0.0
MTRN|2003-12-31|0.0
MTRN|2004-12-31|0.0
MTRN|2005-12-31|0.0
MTRN|2006-12-31|0.0
MTRN|2007-12-31|0.0
MTRN|2008-12-31|0.0
MTRN|2009-12-31|0.0
MTRN|2010-12-31|0.0
MTRN|2011-12-31|0.0
MTRN|2012-12-31|0.2249999999999999
MTRN|2013-12-31|0.315
MTRN|2014-12-31|0.335
MTRN|2015-12-31|0.355
MTRN|2016-12-31|0.375
MTRN|2017-12-31|0.395
MTRN|2018-12-31|0.415
MTRN|2019-12-31|0.435
MTRN|2020-12-31|0.455
MTRN|2021-12-31|0.475
MTRN|2022-12-31|0.495
MTRN|2023-12-31|0.515
MTRN|2024-12-31|0.535
PHIN|2023-12-31|0.5
PHIN|2024-12-31|1.0
AGM|2004-12-31|0.1
AGM|2005-12-31|0.4
AGM|2006-12-31|0.4
AGM|2007-12-31|0.4
AGM|2008-12-31|0.4
AGM|2009-12-31|0.2
AGM|2010-12-31|0.2
AGM|2011-12-31|0.2
AGM|2012-12-31|0.4
AGM|2013-12-31|0.48
AGM|2014-12-31|0.56
AGM|2015-12-31|0.64
AGM|2016-12-31|1.04
AGM|2017-12-31|1.44
AGM|2018-12-31|2.32
AGM|2019-12-31|2.8
AGM|2020-12-31|3.2
AGM|2021-12-31|3.52
AGM|2022-12-31|3.8
AGM|2023-12-31|4.4
AGM|2024-12-31|5.6
FL|1962-12-31|0.208332
FL|1963-12-31|0.227082
FL|1964-12-31|0.179166
FL|1965-12-31|0.25
FL|1966-12-31|0.25
FL|1967-12-31|0.25
FL|1968-12-31|0.305
FL|1969-12-31|0.3974999999999999
FL|1970-12-31|0.3
FL|1971-12-31|0.3
FL|1972-12-31|0.3
FL|1973-12-31|0.3
FL|1974-12-31|0.3
FL|1975-12-31|0.3
FL|1976-12-31|0.3
FL|1977-12-31|0.35
FL|1978-12-31|0.35
FL|1979-12-31|0.3875
FL|1980-12-31|0.4375
FL|1981-12-31|0.3625
FL|1982-12-31|0.45
FL|1983-12-31|0.45
FL|1984-12-31|0.45
FL|1985-12-31|0.4875
FL|1986-12-31|0.475
FL|1987-12-31|0.635
FL|1988-12-31|0.78
FL|1989-12-31|0.91
FL|1990-12-31|1.015
FL|1991-12-31|1.07
FL|1992-12-31|1.11
FL|1993-12-31|1.15
FL|1994-12-31|0.8799999999999999
FL|1995-12-31|0.15
FL|1996-12-31|0.0
FL|1997-12-31|0.0
FL|1998-12-31|0.0
FL|1999-12-31|0.0
FL|2000-12-31|0.0
FL|2001-12-31|0.0
FL|2002-12-31|0.0
FL|2003-12-31|0.12
FL|2004-12-31|0.315
FL|2005-12-31|0.3
FL|2006-12-31|0.36
FL|2007-12-31|0.5
FL|2008-12-31|0.575
FL|2009-12-31|0.6
FL|2010-12-31|0.6
FL|2011-12-31|0.645
FL|2012-12-31|0.705
FL|2013-12-31|0.78
FL|2014-12-31|0.86
FL|2015-12-31|0.97
FL|2016-12-31|1.0750000000000002
FL|2017-12-31|1.205
FL|2018-12-31|1.345
FL|2019-12-31|1.485
FL|2020-12-31|0.93
FL|2021-12-31|0.85
FL|2022-12-31|1.5
FL|2023-12-31|1.6
EFSC|2005-12-31|0.14
EFSC|2006-12-31|0.18
EFSC|2007-12-31|0.212
EFSC|2008-12-31|0.212
EFSC|2009-12-31|0.212
